0.0	0.0	2
0.128	0.256	1
0.384	0.384	2
0.512	0.512	0
0.64	0.64	1
0.768	0.896	2
1.024	1.1520000000000001	0
1.28	1.28	2
1.408	1.408	1
1.536	1.792	0
1.92	1.92	1
2.048	2.048	2
2.176	2.176	1
2.3040000000000003	2.3040000000000003	0
2.432	2.56	2
2.688	3.2	1
3.3280000000000003	3.3280000000000003	0
3.456	3.584	2
3.712	3.712	0
3.84	3.84	1
3.968	4.224	2
4.352	4.48	0
4.6080000000000005	4.992	1
5.12	5.12	0
5.248	5.5040000000000004	1
5.632	5.888	0
6.016	6.016	1
6.144	6.144	2
6.272	6.272	1
6.4	6.784	0
6.912	6.912	1
7.04	7.168	2
7.296	7.296	0
7.424	7.424	1
7.5520000000000005	7.808	2
7.936	8.064	0
8.192	8.192	1
8.32	8.32	2
8.448	8.576	0
8.704	8.704	1
8.832	8.832	0
8.96	8.96	2
9.088000000000001	9.088000000000001	0
9.216000000000001	9.216000000000001	2
9.344	9.472	0
9.6	9.728	2
9.856	9.856	0
9.984	9.984	1
10.112	10.112	2
10.24	10.24	0
10.368	10.496	1
10.624	10.624	0
10.752	10.752	2
10.88	10.88	1
11.008000000000001	11.136000000000001	0
11.264	11.52	1
11.648	11.648	0
11.776	11.776	2
11.904	11.904	1
12.032	12.032	0
12.16	12.288	1
12.416	12.416	0
12.544	12.544	1
12.672	12.8	0
12.928	12.928	2
13.056000000000001	13.056000000000001	1
13.184000000000001	13.184000000000001	0
13.312000000000001	13.44	1
13.568	13.568	2
13.696	13.696	1
13.824	13.824	0
13.952	14.08	1
14.208	14.208	2
14.336	14.592	0
14.72	14.848	1
14.976	14.976	0
15.104000000000001	15.232000000000001	1
15.36	15.36	0
15.488	15.488	1
15.616	15.616	0
15.744	15.744	2
15.872	16.128	1
16.256	16.256	0
16.384	16.512	2
16.64	16.768	0
16.896	16.896	1
17.024	17.28	2
17.408	17.408	0
17.536	17.664	2
17.792	17.792	1
17.92	17.92	2
18.048000000000002	18.176000000000002	1
18.304000000000002	18.304000000000002	0
18.432000000000002	18.688	1
18.816	18.816	0
18.944	18.944	1
19.072	19.072	2
19.2	19.456	0
19.584	19.584	2
19.712	19.712	1
19.84	19.84	0
19.968	19.968	1
20.096	20.096	2
20.224	20.224	0
20.352	20.352	2
20.48	20.608	0
20.736	20.736	1
20.864	20.864	0
20.992	20.992	2
21.12	21.12	1
21.248	21.248	0
21.376	21.376	1
21.504	21.632	0
21.76	21.76	1
21.888	22.016000000000002	2
22.144000000000002	22.144000000000002	0
22.272000000000002	22.272000000000002	2
22.400000000000002	22.528	1
22.656	22.784	0
