22.912	22.912	2
23.04	23.04	1
23.168	23.168	2
23.296	23.296	1
23.424	23.424	2
23.552	23.68	1
23.808	23.808	2
23.936	24.064	0
24.192	24.32	1
24.448	24.448	0
24.576	24.96	1
25.088	25.088	0
25.216	25.216	1
25.344	25.472	2
25.6	25.6	0
25.728	25.728	1
25.856	25.856	0
25.984	26.112000000000002	1
26.240000000000002	26.240000000000002	0
26.368000000000002	26.368000000000002	1
26.496000000000002	26.624000000000002	0
26.752	26.752	2
26.88	26.88	0
27.008	27.008	2
27.136	27.136	1
27.264	27.264	0
27.392	27.392	2
27.52	27.648	0
27.776	27.904	2
28.032	28.16	0
28.288	28.288	2
28.416	28.416	1
28.544	28.544	0
28.672	28.672	1
28.8	28.8	0
28.928	29.184	1
29.312	29.568	0
29.696	29.824	1
29.952	29.952	0
30.080000000000002	30.208000000000002	1
30.336000000000002	30.464000000000002	0
30.592000000000002	30.592000000000002	1
30.72	30.72	2
30.848	30.848	1
30.976	30.976	2
31.104	31.232	1
31.36	31.488	2
31.616	31.744	0
31.872	31.872	1
32.0	32.128	0
32.256	32.256	2
32.384	32.384	1
32.512	32.512	0
32.64	32.64	2
32.768	32.896	0
33.024	33.024	1
33.152	33.152	0
33.28	33.408	1
33.536	33.536	0
33.664	33.664	2
33.792	33.792	1
33.92	33.92	0
34.048	34.176	1
34.304	34.432	0
34.56	34.56	2
34.688	34.688	1
34.816	34.944	2
35.072	35.2	0
35.328	35.456	1
35.584	35.968	0
36.096000000000004	36.224000000000004	1
36.352000000000004	36.352000000000004	0
36.480000000000004	36.480000000000004	2
36.608000000000004	36.608000000000004	1
36.736000000000004	36.992	2
37.12	37.504	0
37.632	37.632	2
37.76	37.888	1
38.016	38.016	0
38.144	38.144	1
38.272	38.272	0
38.4	38.4	1
38.528	38.656	0
38.784	38.784	2
38.912	39.04	0
39.168	39.168	1
39.296	39.296	0
39.424	39.552	1
39.68	39.68	0
39.808	39.936	2
40.064	40.064	1
40.192	40.192	2
40.32	40.448	0
40.576	40.576	1
40.704	40.704	2
40.832	40.832	1
40.96	40.96	2
41.088	41.088	0
41.216	41.344	1
41.472	41.6	0
41.728	41.728	1
41.856	41.984	2
42.112	42.24	0
42.368	42.368	1
42.496	42.496	0
42.624	42.752	2
42.88	42.88	0
43.008	43.136	1
43.264	43.392	0
43.52	43.648	2
43.776	43.776	0
43.904	43.904	1
44.032000000000004	44.032000000000004	0
44.160000000000004	44.160000000000004	1
44.288000000000004	44.288000000000004	0
44.416000000000004	44.672000000000004	1
44.800000000000004	44.928000000000004	2
45.056	45.184	1
45.312	45.312	0
45.44	45.44	2
45.568	45.568	0
45.696	46.08	2
46.208	46.208	1
46.336	46.336	2
46.464	46.464	0
46.592	46.848	1
46.976	46.976	2
47.104	47.104	1
47.232	47.232	0
47.36	47.36	1
47.488	47.616	0
47.744	47.744	1
47.872	47.872	2
48.0	48.0	1
48.128	48.128	0
48.256	48.256	1
48.384	48.384	0
48.512	48.512	1
48.64	48.768	0
48.896	48.896	2
49.024	49.152	0
49.28	49.408	2
49.536	49.792	1
49.92	49.92	2
50.048	50.048	0
50.176	50.432	1
50.56	50.56	0
50.688	50.816	1
50.944	50.944	2
51.072	51.072	0
51.2	51.2	1
51.328	51.328	2
51.456	51.456	1
51.584	51.584	0
51.712	51.712	1
51.84	51.968	2
52.096000000000004	52.224000000000004	0
52.352000000000004	52.480000000000004	1
52.608000000000004	52.992000000000004	2
53.120000000000005	53.120000000000005	0
53.248000000000005	53.248000000000005	1
53.376	53.376	2
53.504	53.632	0
53.76	54.144	2
54.272	54.272	0
54.4	54.4	1
54.528	54.656	0
54.784	54.784	2
54.912	55.168	0
55.296	55.296	2
55.424	55.424	1
55.552	55.68	2
55.808	55.808	1
55.936	55.936	2
56.064	56.064	0
56.192	56.192	1
56.32	56.32	0
56.448	56.576	1
56.704	56.704	0
56.832	56.832	1
56.96	57.344	0
57.472	57.472	2
57.6	57.6	1
57.728	57.728	2
57.856	57.856	0
57.984	57.984	1
58.112	58.112	2
58.24	58.24	1
58.368	58.368	0
58.496	58.624	2
58.752	58.752	0
58.88	59.008	1
59.136	59.136	2
59.264	59.264	0
59.392	59.392	2
59.52	59.52	1
59.648	59.776	0
59.904	59.904	2
60.032000000000004	60.032000000000004	1
60.160000000000004	61.184000000000005	0
61.312000000000005	61.312000000000005	1
61.44	61.696	2
61.824	61.824	0
61.952	61.952	2
62.08	62.08	1
62.208	62.208	0
62.336	62.592	2
62.72	62.72	0
62.848	62.976	1
63.104	63.104	2
63.232	63.744	0
63.872	63.872	1
